,label,text
559,0,"VOTE TRUMP!
the Trump program takes care of the middle and working classes, humiliated 
by globalization.

When he speaks of ""60,000 factories have closed in the last fifteen years 
and five million industrial jobs destroyed,"" not invent anything - and 
tells a truth that politicians have never uttered such a high voice, and 
heartwarming the humiliated. It says clearly that economic globalization 
has been a disaster for the American worker.

Protectionist without complex, Trump proposes to increase tariffs on 
imported products - and up to 40% on Chinese goods. Applauded the Brexit 
(Nigel Farage is his great friend), is against all treaties 
mondializzatori, TTP, Free Trade Agreement thelatest EU and Asians, 
""mortal blow to the industry of US manufacturing."" It aired even exit 
deglii Ua by the World Trade Organisation, World Trade Organization, 
gendarme and policeman of global liberalism, ""a disaster.""
Lorsignori anathema to Washington, economic theorists, and the Wall Street 
profiteers, but fill the heart with hope in the Rust Belt, the vast area of 
​​brownfield sites where the plants rust and unemployment and poverty are 
rampant.

Since it speaks to the hearts of these workers and the unemployed, Trump - 
unlike Republicans - does not want to cut health and pension costs of 
public assistance: many Republican voters, out of work, 65 years in need of 
Social Security (retirement pension ) and Medicare (health care, minimum, 
of the poor) expanded by Obama. He promised the reduction of drug prices, 
and proposed the reduction of a federal tax that affects 73 million 
low-income families.

On the other hand, it will increase the tax burden - swore - suitraders 
hedge funds who earn fortunes on Wall Street speculators; He has promised 
to restore the Glass-Steagall Act (the law that prohibited the savings bank 
and mingling d 'speculative investment bank, passed in
1933 and repealed by Clinton in 1990 - because of Lehman and subprime 
crisis of 2007."
560,0,"I'm a proud trump supporter and idgaf what anyone says I'm tired of being 
stigmatized when Hilary really is the crook and racist and all the things 
she claims trump is . It's all on wiki leaks no conspiracy"
561,2,nice ww3 Inc
562,2,I'm one Bad Hombre
563,2,Ken Bone all the way
564,2,You are so nice
565,2,we are screwed either way..
566,1,"When the election takes place tomorrow, the scary part won't be if Hillary 
gets elected. The scary part is the millions upon millions of normal U.S 
born citizens that voted for a felon, live in this country."
567,1,go hillary
568,2,My vote goes to Ken Bone
569,2,who won the debate? no one america loses
570,2,Lol bringing bill clinton into it is brutal
571,0,trump
572,2,"it's all a joke Donald is a troll he was never ment to win their taking the 
gun next"
573,2,Kennnnnn boooonnnnneeeee
574,2,14:49-14:50 -- fly on hillary's nose lmao :p
575,2,where's the roast of the year ?
576,2,"Americans will be like Syria and Libya if the vote for Hillary Clinton, 
trump is a good man! Vote for trump from Sao Paulo Brazil shalom"
577,1,only a matter of time before the dnc assassinates Hillary clinton.
578,2,the puppet debate... david rockefeller does thumbs up or down
579,2,"Don't vote for Trump. The USA is a great country and don't deserve a bad 
President"
580,0,"Donald Trump new motto: Never Surrender! No matter the media bringing him 
down he never gave up in this race and I respect that more than anything."
581,2,Well I guess I'm gonna die before a war starts
582,2,They don't even answer the questions....
583,2,Im sure you can buy Viagra for 50gr
584,1,go hillary clinton win
585,2,Why does this have any likes?
586,0,Donald trump is so mean
587,2,"TRUMPS WINNING, BIIIITCH"
588,2,Well well well....now we know who also knew the questions.
589,2,ban pre-shredded cheese. make america grate again.
590,2,1:24:45 The only normal question in the entire debate.
591,2,this is like choosing between Ebola and cancer
592,2,"I'm tired of this kind of debate.. Why can't candidates tell and inform 
their platform of government and other plans for the country not the 
negatives of other candidates."
593,2,1:24:51 adorable man who is he?
594,2,"Man, even those people asking the questions seem more worthy of becoming 
president."
595,2,"Why can't we just have Obama for another 4 years ? because regardless who 
wins this election we're so screwed."
596,2,That guy says that the audience shouldn't talk. So do we have to not talk?
597,2,Ahhhh even do Obama can't be president any more I just wish he was
598,2,Don't you just love how they never answer the question???
599,2,"I am Indian but I still support Clinton. America, make her president and 
let's see the power of women."
600,0,"I GUARANTEE you that the republican party will make sure that someone like 
clown Trump NEVER EVER gets this far in a presidential campaign AGAIN"
601,2,"Trump smashed Clinton in this debate. I love how he called her out for 
rigging the election against Sanders. She's a career criminal and her 
supporters are deluding themselves."
602,2,"Question: how did we end up with these two candidates?how long was I 
asleep?lol"
603,0,Donald Trump Must Win I hope
604,2,i hate Clinton
605,0,"Notice how the moderators chastise the audience when they cheer for Trump 
but not when they cheer for Clinton. Totally biased."
606,2,We are at war with ISIS
607,2,go trump. You make Germany love America again.
608,2,Good question Denzel ! 😂😂😂SNL
609,2,"if trump weren't so terrible at debating, saying the first thing that comes 
to mind no matter how stupid and actually state facts and no assumptions, 
he would be beating hillary in points by a landslide"
610,2,the crook stumped
611,2,I died when a fly was on her chest at 1:24:19 😂😏
612,1,"Donald, you must win the election and put crooked Hillary in jail ASAP!!"
613,2,"And Trump could be in jail for MANY things. How about sexual assault, child 
molestation, sales tax evasion and income tax shenanigans?"
614,2,"I'd vote for Trump, he makes a very amusing show :D"
615,2,"I think Martha Raddatz and Anderson Cooper forgot to leave their bias at 
home. Come on people at least hide your support for the corrupt criminal 
when moderating a debate or don't moderate a debate. I'm sick of it."
616,2,"As a good thing. Donald reminds me of Hitler at his trial after the Munich 
Putsch. He speaks his mind honestly regardless of what is happening or what 
people think and gains support in his honest way. Hillary is a lying 
zionist who just tries to be politically correct and lie to look good. The 
moderator is just as bad."
617,2,Bill Clinton'a face 😂😂
618,1,"Hillary is so obviously a big ass liar... her fake smile is so scary she is 
the devil him well self!!!!!!!"
619,2,"Clinton is judging Trump on how he views women and what he thinks of them. 
But that lying witch her campaign is being sponsored by a muslim and she 
wore a mulsimkerchief on her head for that muslim and THAT is the most 
DISRESPECTFUL thing towards women in the entire world. She accepts help 
from the religion that is utmost disrespectful towards women and do not say 
this is not true, because it is true. Women are like slaves towards their 
husbands, muslims can have multiple women, they can beat their women, their 
women have to cover themselves up when going in public, they have less 
rights and they ALWAYS have to obey their husbands.

Rape is something very common in the islam, why do you think there are so 
many European women and girls getting raped? Because in the eyes of 
muslims, women are inferior and they treat our women the same way as they 
treat their own women, which results in so much rape and not even half of 
all the rapes are reported.

Islam MUST BE driven out of Europe and America. Not even 20% of the entire 
world population is white so stop the race-mixing by accepting 
multiculturalism. Multiculturalism does not work, multiple cultures 
together does not work, there will always be problems when there is 
multiculturalism. It destroys the unique ancient cultures of Europe, it is 
exterminating the white race.
We HAVE to stop this from happening."
620,2,Patton was a beast!!!
621,2,1:24:51
622,0,I hate trump
623,2,i thout shes going to do the juju on that beat.
624,1,"go Hillary Clinton Donald Trump just stop and Quit because your so races 
that doen't make Sence at all"
625,2,Why am i seeing two teenagers as candidates??
626,2,This is like kindergarten's fighting over a game.
627,1,"if Trump was UA dad and Hillary was UA mum who would you trust more??..... 
I would say Hillary"
628,1,"I wonder if Crooked Hillary had the questions given to her before the 
debate like she did with Bernie? Ol Crooked Hillary......fake ass bitch to 
the bone marrow."
629,1,"Not doubt, Hillary won this debate, david duke lost...wait!"
630,0,"why does trump hate Mexicans and want to report them and making there 
family leave there kids in the U.S. everyone is the same both humans and 
they need to enjoy life .trump you lie to MUCH"
631,2,I like how each of them answered EVERY SINGLE question.
632,0,breaking news trump won the election
633,2,"Hillary pisses me off so much. If she wins I'm not going to call her our 
president. I'm gonna call her our greatest image of how we have fallen. 
Dear god Lincoln is probably rolling in his grave."
634,0,"Donald Trump, you're the man"
635,2,"Tell me now people. Are you for politics that support ISIS or politics that 
support Russia? Or all you care is the image of the candidate?"
636,2,"Trump is such a terrible person. He doesn't even deserve to be a human. How 
come he can become a president. Imagine if your children (without their own 
judgment) watching a person without respect to others and a person who is a 
racist and assaulting women, and this person is a president!!! Your 
children will learn from him. No jokes. This is terrible. To be honest I 
will vote anyone but Trump."
637,1,"Anyone that votes for Hillary is just conforming to more Political, 
Government Brain Washing.
Trump will not conform to their Lies, Why Should You? !!!!!"
638,2,"A bigot, a racist, and a sexual predator like trump, can only be a danger 
for united states and for the entire world."
639,2,the fly at 14:49 says it all. goodbye killary
640,2,"LIE RIGHT OFF THE BAT...HILLARY SEEN THE QUESTIONS..ALREADY PROVEN...OBAMA 
IS GOING CRAZY GOING TO RALLYS AND HELPING HILLARY OUT..I THINK EVERYONE IS 
SHITTING IN THR PANTS ABOUT TRUMP WINNING BECUZ HES GOING TO CLEAN 
HOUSE..ALL THE CORRUPTION IS GOING TO COME OUT..THIS IS A LOT OF PEOPLES 
OPINION"
641,2,"Hillary looks great but damn it, I wish she could shut those damn people up 
about the Clinton Foundation and the child trafficking. I think trafficking 
is bad obviously so I know this must be untrue but she never talks about 
it. Please Ms Clinton, just say it isn't true. Mr Clinton may have had his 
sexual problems but why are you dragged into it?"
642,2,I ain't voting any longer
643,2,Ken bone is love. Ken bone is life
644,2,"Both of you need to take a drink of water! It gets old listening to your 
dry mouth stickiness"
645,2,That last question tho :'D
646,0,Trump
647,2,and I thought we had dumbest politicians in India. lol
648,1,"Hillary wants to talk about misogyny p, but her bill is worse than Cosby!"
649,2,"All Hillary does is tell people what they want to hear, not what they need 
to hear lmao."
650,2,i hate Tyrone
651,2,"Is Russia messing with our election in an effort to get Donald Trump into 
the White House?

The answer is yes.

Trump has repeatedly dismissed the possibility. ""She has no idea whether
it's Russia, China or anybody else,"" the Republican nominee said during
the final presidential debate when Hillary Clinton stated that Russian 
President Vladimir Putin was behind the hacking of Democratic National 
Committee emails. He added: ""Hillary, you have no idea.""
Clinton did have an idea -- the Democratic nominee was correct to point 
the finger at Russia. And Trump, who had received a 
classified briefing on the subject, knew it.
""The U.S. Intelligence Community is confident that the Russian 
Government directed the recent compromises of e-mails from U.S. persons 
and institutions, including from U.S. political organizations,"" the 
Department of Homeland Security and the National Intelligence director's
office said in a statement the first week of October. They added:
""These thefts and disclosures are intended to interfere with the U.S. 
election process.""
Now, less than a week before Election Day, it's becoming 
clear that Russia isn't satisfied with stealing and disseminating email 
from Democratic Party groups. It looks likely our former Cold War 
adversary is also creating counterfeit documents to support Trump's 
baseless claim that the election system is ""rigged"" against him.
""The FBI and U.S. intelligence agencies are examining faked 
documents aimed at discrediting the Hillary Clinton campaign as part of a
broader investigation into what U.S. officials believe has been an 
attempt by Russia to disrupt the presidential election,"" Reuters 
reported on Thursday.
Among the documents that are being examined, the news 
service wrote, is a fake letter from Delaware Sen. Tom Carper, a key 
member of the Senate's Homeland Security Committee. In the letter, he 
tells Clinton he will secure the election for her. Reuters added:
In addition to the Carper letter, the FBI has also 
reviewed a seven-page electronic document that carries the logos of 
Democratic pollster Joel Benenson's firm, the Benenson Strategy Group, 
and the Clinton Foundation, a person with knowledge of the matter said.
The document, identified as a fake by the Clinton 
campaign, claims poll ratings had plunged for Clinton and called for 
""severe strategy changes for November"" that could include ""staged civil 
unrest"" and ""radiological attack"" with dirty bombs to disrupt the vote.
Some fringe right websites have already heralded the fake 
documents, presenting them as legitimate. The possibility of a Russian 
disinformation campaign, with fraudulent documents mixed in with real 
ones, is one reason the Clinton campaign has not authenticated any of 
the DNC emails that the transparency site WikiLeaks has been releasing day 
by day."
652,0,If Trump was only a woman....
653,1,I have to go take a Hillary!
654,2,i agree
655,0,Trump seems like the nicest one of them
656,2,Very Good Debate!
657,0,trump win
658,2,"#MakeAmericaGreatAgain

#HillaryForPresident"
659,1,Vote Hillary
660,2,"20:10 is what you are here for

thank me later"
661,0,"I really hate Donald Trump, sexual assault is not OKAY. Its not just Locker 
Room talk, YOU PERVERT"
662,2,"I can't stand this bitch. blaming Russia for the 4 year old kid when she is 
part of those who created the war and Isis."
663,1,"well I don't know Trump if make America great again but I'm pretty sure 
Hillary will make world worse.because Hillary is a lying selfish bitch"
664,1,"Okay: who's gonna win next week? 

I think Hillary will.

Annnnnd go."
665,2,"im only 6 minutes into this and how he responds to sexual assault is locker 
room talk and avoids the question saying i will fight isis. what u say and 
do is who u are. im gonna start crying because im screwed for 4 years and 
im either not gonna be allowed to have a scholarship because im 
black/female or im gonna be robbed."
666,2,"This country  was founded on the word of God. What about Christian 
Americans and Americans? I saw a picture on Facebook of a beautiful white 
Anglo boy with blue eyes so badly beaten by a Muslim. This is an English 
Christian speaking home first, Hispanic, African American and native 
(Navajo land) to much recognition is given to Muslims"
667,2,"You know it would be really nice if either side actually just answered the 
questions asked, instead of just spewing a bunch of irrelevant garbage. I 
should've bought that property on the moon next to John Travolta 
damnit.........."
668,0,"Hope trump wins. Highly respect for successful business owner. The other 
one can't hold up a peace-loving-family. And.. she's an unprofessional 
politician doesn't even give a sh**t about basic work routine..she won't 
respect anything in this whole world it's clearly proved. It's positive 
Trump got the motivation and determination taking constructive idea into 
real action. That's it."
669,0,"they are FRIENDS folks, stop lying to yourself. Trump IS LIBERAL"
670,1,who's voting for hillary clinton
671,2,The sad truth is neither of these two people are fit to be president.
672,1,vote Hillary please she is nice and polite let her win please god please
673,2,If Clinton wins pack up your things boys America is gone.
674,0,Haha 3:36 wow trump i thought u hated clinton :l?
675,0,Donald Trump makes more sense. hillary is a liar and a hypocrite
676,0,if Donald Trump is president im gonna wear a saftey pin
677,0,"Hillary was not once interrupted, how come Donald J Trump was many times..?"
678,2,BURN🔥🔥🔥@ 20:14
679,1,"Being openly investigated by the FBI and clearly a closet racist, how does 
mainstream media keep defending Hillary?

http://www.snopes.com/clinton-byrd-photo-klan/"
680,2,"Look at Ken Bone in the background, what a lad."
681,2,This is the best Cringe compilation I've ever seen.
682,2,1:24:50 NOW ENTERING THE BONE ZONE
683,1,"love how the moderators were trying to keep the audience quiet, everytime 
they were booing hillary."
684,2,"20:10

because you would be in jail"
685,0,you can tell Anderson doesn't like trump.
686,0,Trump kicked azz
687,0,0:50 Who`s that bitch on the left of President Trump ?
688,0,"judging from these comments i'd deduct trump is going to win... but let's 
be real... even though trump propably gets the majority of the votes, 
crooked hillary will still win the election.

Also her permanent unjustified, stupid grins annoy the hell out of me... 
she does not have the upper hand in the argument and her grinning is not 
changing that."
689,1,"When they told Trump ""let hillary finish, she didn't interrupt you."" That's 
something I'd say to my kids.....what the hell is this toddler show...(and 
no I'm not supporting hillary, I just found this hilarious)."
690,2,I'm scared.
691,2,trump doesn't believe in climate change. that's a big no no
692,0,I freakin love Donald Trump's expression on his face all the time.
693,2,1:24:01 - fly-spy sat on Clinton!
694,2,"At 1:32:03 He tells it like it is. And he does, without the bullshit."
695,2,its true bill clinton abused women
696,2,I hate that creepy smile :(
697,2,"""she doesn't quit, she doesn't give up"" 1:32:01Trump are you paid or dumb ? 
When she was seeing so weak, a zombie with brain injury, now you just tell 
people she is strong and clever and you insist: 'I respect that'. F- king 
rigged election."
698,2,"Hillary is typical politician. Nice words, talking what Donald did, again 
talking what could be better... she is getting boring"
699,2,Shay Carl for president 2016!
700,1,"I know its to late to say this but the people how pick the present it 
should of been Hillary because she's not disrespectful and she is more 
nicer"
701,0,"why is donald trump keep interupting hillary?. she never inturuped trump. 
-_-"
702,1,I won't vote for Hillary.
703,2,terorrist state? what state??
704,2,"I think their only problem is,trump was being too harsh sometimes while 
clinton is being too soft,being involved in politics can't be too soft,cuz 
it'll only lead them to chaos,being nice is ok,but on some cases she needed 
to man up a little bit ya know,i respect trump's big ambitions on making 
america great again,i also think his way talking is more convincing than 
clinton because he had that confidence,and again,there's also some 
unnecessary things that he shouldn't have said,because it can made some 
people really angry and that's also not a good thing,people might come up 
to him,who knows? anyway,no hate,it's just my little opinion,we all already 
know who wins so....i like pizza"
705,2,"The left wing media though they could win by crying rape, but middle 
America is more interested in the jobs her, BJ Bill, Bush, and Obama are 
hell bent on sending overseas. Maybe in New York and San Francisco sob 
stories about trannies not being called the right pronoun get traction, but 
the rest of America who hasn't been infected with big city liberal values 
doesn't care one bit."
706,0,I don't like trump but he is a savage
707,0,"Trump has to be the dumbest person to ever get this far in the US political 
system... except maybe George Bush"
708,0,"If Donald Trump becomes president, his gonna be assassinated."
709,2,"his whole campaign was collapsing because of the tape about his lewd 
comments and he still showed up and still he pulled victory, this man has 
the heart of a lion."
710,2,"I can't believe that these two are the only choices we have to vote for to 
run this country in such turbulent times.
God is our only hope more now than ever."
711,2,"Someone please use their brain and put Hillary in prison already. Anyone 
that did a fraction of the crimes she committed is in jail for life, but 
she gets to run for president?? Many of her supporters know what she did, 
but all they care about is one semi-bad word Trump used many years ago."
712,2,"send clinton to prison and end this soap opera, this is so typical of 
america, just throw that killary bitch in prison for eternity so we don't 
ever have to hear her lie to us anymore!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
713,2,"Democrats always smile, what a lie, in and of itself. What they do in 
government is anything but a smile! Democrats what nothing but POWER, they 
are democrats BEFORE patriots!"
714,2,Karl Becker!
715,0,TRUMP 2016
716,2,"Let the guy talk jeez 
Like I know there is a time limit but still"
717,2,mother in law from hell vote for that not
718,2,"they both point out each other's Mistakes and Problems !
So we have to select one which is more worse ?"
719,2,Make America great again
720,2,"1:07:30 unintentional pun ""That would be a Syria-s mistake."""
721,2,KEVIN BONE!!!!
722,2,"They are both pathetic, it causes me pain only to watch it. All they can do 
is spitting dirt on each other and insulting each other in a very low way. 
Disgusting, disgraceful, sad. Whoever wins, the US lose."
723,2,"both would be a catastrophy for the US and the world. hillary doesNt mean 
Anything she says, trump im afraid Does mean Everything he says...this 
whole election is a sad joke and the world is laughing at You america :S"
724,2,"this is so cringy, they keep pushing away the subject and hate on each 
other instead of showing their strengths, we're screwd guys"
725,2,"I'm Russian and I live in Siberia. Here is snow everywhere. I write to you 
via a soviet calculator ""Искра 122"". I was able to connect it to the world 
lines of the proletarism and the Orthodoxy. And now I can write to you 
tovarischi. And that's why I received threats from commies. They want to 
send me to the Gulag ""Архипелаг"". They want that me to mine uranium in 
siberian mines for bombs fo fight against the Yankees. But I don't. I wish 
that I was a bird and can to fly to America to freedom and my dreams. Help 
me, pozhaluysta. If you see it send it to Obama and all american medias. 
Spasibo...."
726,2,"pretend for 10 seconds a demon is wearing hilary clintons skin and donald 
trumps skin, pretend they are a fallen angel deceiving america, look into 
their eyes ,pretend their satanic and bringing about a nwo think about how 
they look. pretend their a cocky demon that knows no one will believe a 
demon can be a president . look into donald trumps soul and hilarys soul 
and you will see how evil it is just look at them long enough seriously 
demon in human skin wolf in sheeps clothing. LET GO OF YOUR DOUBTS JUST FOR 
15 SECONDS AND LOOK AT THESE PRESIDENTS AS PUPPETS AND DEMONIC BEINGS. look 
into their souls theirs no real human soul there..................i can see 
it can you?"
727,2,there answer are so irrelevant to the questions asked by ths audience.
728,2,i vote for hilary clinton !!!!!!!!!!!!!!!!!!!!!!!!
729,2,if this women becomes president prepare for global war
730,2,low level presidential debate
731,2,"hello homosapiens i am from your distant future i am here to tell you none 
of this matters"
732,1,Google Hillary Clinton Palestine
733,2,"both of them sound like a couple of spoiled winy brats fighting over the 
last cookie (cookie being the presidency) if ether one gets elected this 
country will go down the tubes. Might as will pack for Canada."
734,2,;/
735,2,"I have Obama care and let me tell you it is the best care anyone can have 
who can't afford anything and I do mean. I am 26 years old and for 12 years 
after my mom lost her job I was not able to get health care because they 
either said she made too much, she made too little and/or I was too young. 
Obamacare makes it possible for people like myself 2 get health insurance 
for your list of what the status is of my income. I work 2 and 3 jobs I get 
minimum wage or lower and I still cannot afford health care if it wasn't 
for Obamacare. if you Republicans think that we Lower Class People are 
going to let you take away something like this you're out of your freaking 
minds. it is simple Republicans you want the White House make Healthcare 
affordable for lower-class Americans find ways to improve our security fund 
our schools and our colleges and will give you the White House on a silver 
platter"
736,2,I'm not the puppet your the puppet
737,2,"""Only ones that have seen them"" Apparently not 
https://twitter.com/wikileaks/status/793101331707858945"
738,2,"""I love deprecation"" 😂😂"
739,0,"MUST WATCH NOW!!! ---- :""NO POLITICAL ASHES"" ----- The most unique Trump 
video on You Tube! BAR NONE"
740,2,he is
741,1,Hillary
742,1,Hillary Clinton I choose you to help my land reach its goal thank you..
743,2,Hopefully Bernie is still kickin in 2020
744,2,im nt an american but trump makes sense afterall....
745,1,i voted hillary
746,2,"HELLO,my FRENCH ( BRETONS) good election et good présidential .....?"
747,0,"Trump is just gathering nothing but lunatics and racist around him. Those 
idiots would support all kinds of crimes and bullshit from that sexual 
predator trump."
748,0,This isn't pr0n hub. We've never seen Trump rape women xD
749,0,trump won legaly?
750,2,Michelle should've ran for Democratic nominee
751,0,Trump's winning bitch!
752,0,"His offspring should be embarrassed and ashamed to be a part of trump the 
babbling idiot!!"
753,1,Hillary clinton is more perfect
754,2,"Hey,America!She said ""boy and girl""!Extreme not-pc-rudness,she's to be 
banned!"
755,0,Go trump
756,2,https://twitter.com/bebop8188/status/796114639276961792
757,2,FEELS LIKE WATCHING A REMAKE OF ALIEN VS PREDATOR
758,2,Hilary is BAE
759,1,Hillary Go!
760,2,nan
761,1,"https://www.change.org/p/electoral-college-electors-electoral-college-make-hillary-clinton-president-on-december-19
"
762,0,Daddy Trump for the win!
763,0,Go Donald trump
764,2,#FuckDonaldTrump
765,2,usg
766,2,ITS GAMEOVER MAN ITS GAMEOVER WHAT THE F ARE WE GONNA DO!?!!?!!?!!
767,0,if hillary and donald trump both die who'll be the president? (not a joke)
768,0,TRUMP PENCE 👍
769,2,Cmon Hilary. Hilary deserves to win ! :-)
770,2,"I write through the Google translator from Russia
You need to choose Donald trump!
If you choose Hillary Clinton that have to fight with Russia. Clinton will 
lead you to war, and then in Your city will drop a nuclear bomb. Want it? 
Russia does not want to fight. Trump is a good man who will bring us 
prosperity and peace in the world"
771,0,"Hillary's campaign was for everyone except average Americans. That's why 
Trump won. At least a lying, crooked politician did not win. God bless 
Donald Trump in his effort to Make America Great Again."
772,2,16:51 her face when shes caught in a lie lol
773,2,"20:16 is where the bombshell drops...
What a co-incidence."
774,2,man what a clownshow....
775,2,"Vote Trump? America we need to take our country back from these corrupt 
politicians. Hillary Clinton is the most corrupt candidate of all time. 
Don't listen to the media they are all liars."
776,0,Trump trump
777,2,"Please vote for trump. He is Americas only hope to a stronger, safer 
country."
778,2,"White hair dude "" Have u Sexually assaulted women ?"" ,,, Trump "" Im going 
to defeat Isis im going to make america great again"" ....."
779,2,"""Cause you'd be in jail"" mic drop"
780,2,"20:16 ""Because you would be in jail"". Boom! he won...."
781,0,Donald trump Donald trump
782,2,"two cheeks of the same backside....either way Americans will get screwed 
hard without lubrication"
783,2,"this is what America is facing now, folks America is trying to decide which 
of these turds dressed up in business suits is more capable of running the 
damn country? the people of america is trying to see which part of (💩 <--- 
this) is more bare able to swallow, is it the side thats facing up that's 
baking under the sun or the side that is facing down that sticks to the 
ground which stay nice and moist? wow when it comes to thier candidates 
they're really full of shit!!!"
784,2,9:20 Roasted!!
785,1,Hillary destroyed trump stupid ass
786,2,"I'm in England so I don't really care but this sounds like two old angry 
people trying to model America in there weird world war two racest way's"
787,2,Yeah. She needs to be vetted. A long time ago.
788,1,"I have to laugh he is stating at hisi rally that Hillary was exhausted 
after the debate, he is the one that looks ragged."
789,2,20:16 will go down in history
790,2,october 29... almost november D: almost elections
791,2,why do they do this to us? Savages!!!!
792,2,"Honestly, I'm only 16 minutes in, and i don't want to watch the rest of 
this. They're not answering the questions!!! This is like childish banter. 
Oh i did this? Well look what you did! What I did? Well you said this! 
Hillary is ""chattin"", she's not getting to the point, Donald gets off topic 
purposely; you tell me what ISIS gotta do with you touching women. JUST 
ANSWER THE QUESTION!! Trump and Hillary aren't suppose to be speaking to 
""each other"", ya know? yet Trump just can't shut his mouth so they can get 
to the next question!!!! Just shut up!! omg xD I'm pissing my pants; I'm 
scared smh"
793,2,"If i could vote, then i would vote for


Read More"
794,2,BANANA FOR PRESIDENT!!!!
795,2,"Im French and trust me, the medias here, are as much as disgusting and non 
neutral as in your country sadly.. 

Medias are insanely discusting all over the world."
796,0,"Of the two evils, the lesser evil is Trump...
This pathetic, arrogant biatch if becomes the president, we're definitely 
screwed..."
797,2,"Credit to that last guy for asking a question that makes the debate 
slightly less toxic."
798,2,KEN BONE FOR PRESIDENT 2016
799,2,"cnn=crap news net, abc=another bullshit channel"
800,2,"For the coming US election, it's quite simple the choice you have to make. 
If you want to see real change with a better economical environment you 
vote for Trump, if you are very conservative and don't want to see big 
changes and want the same elite at the top, you vote for Clinton. And most 
importantly, don't make your choice based on the media, because the media 
is also controlled by this elite. The media has taken one side in this 
election, since the very beginning. And whatever they can do to hurt the 
Trump campaign, they have done it."
801,2,I'm great because I'm good.
802,0,Donald trump is the next musolini and hittler mixter
803,2,"just a simply question from an italian seeing all this tomfoorely: where 
are the other candidates? is this that ""democracy"" America pretend to teach 
to others? how media work in Usa????"
804,2,I can't stand Hilary's dumbass smile
805,0,Trump is just a charlatan and a women abuser.
806,2,seems like divorced couple😂😂😂😂
807,2,18:27 is were its at.
808,2,ken bone the legend himself
809,2,hilary liar!!!
810,2,"Ok Hillary if you want to be that president then please don't burn our 
second admendment rights to hell and maybe I will even consider you as 
president."
811,2,14:48 fly
812,0,whas trump a wwe character
813,2,Ken Bone at 24:51
814,1,"if you had a handicapped child would you want a bully in office who makes 
fun of the handicapped? I'm not saying hillary is perfect but she has 
helped many children....#imwithher."
815,2,"It's funny to watch such kind of debate, are you kidding me that one of the 
two is gonna ruling the country?"
816,2,"I am totally amazed on how many people actually think Hillary would be a 
good President. I see it a lot. People have blinders on! How could someone 
watch this (town hall) and think for 1 second she is or would be a good 
candidate for President!! Makes me sick!!"
817,2,"Trump offends and insult races, women, religions, cultures, and even entire 
nations. The entire world hates him allready. He is too stupid to be 
president."
818,2,PPL OF AMERICA! THIS IS NOT REAL THE GAME IS RIGGED . STOP WATCHING TV .
819,0,"If you look Trump, his face matches with the Sheppard dogs"
820,2,https://soundcloud.com/cirnesongsascap/whose-idea-was-this
821,2,This is 😂😂😂😂😂😂😂
822,2,get to 24.33 you'll notice the old man sleeping
823,2,"nope. this presidental not an important thing for this edge. yea, we 
already at the edge."
824,2,Fugazi rules
825,2,Is this a roast session? Is this serious?
826,1,Lolllll my video messed up and it shows Hillary talking with Donald's voice
827,2,"20:15 that double chin wtf obesity should be a major issue which must be 
discussed"
828,2,Isn't the U.S.A. about having equal rights ?
829,1,Fly lands on Hillary's face at 14:45
830,0,this wasn't fair they said hold the aplose to trump but not hilary
831,2,"can they be age appropriate please??? I'm 13, doing a school project?!?"
832,2,So the fat chick with the pink hair is a Muslim huh?
833,2,Why does that ugly ass skeleton looking bitch Interrupt?
834,2,"The current political landscape is cause for me once again to coin the 
general consensus of the american voter and their frustration...
we are fighting a campaign that concedes the reality of, ""[a]s a nation we 
are stronger together in order to adjust and resurrect a robust economy 
nationally"". The republican party has it's agenda based on, ""[w]e gotta 
save the country from those (""Stronger Together"") voters""; because they are 
causing a massive degree of harm to themselves...
Think about it folks and get out and vote for Hillary...then turn to your 
Republican advocate and give them the finger ""index of coarse"" right to the 
face and say...""get a grip"" we're gonna survive this G.W.Bush Holocaust if 
you'd just stop panicking!!!"
835,2,"Glad that I'm Australian, these debates are like schoolyard arguments."
836,2,"Mr. Trump, I feel very not Ameicano to vote for you, find you a provider 
able to mount a country, we like the Lord set up the American dream, 
working, generates value to others, including us in Brazil, the American 
people have the judgment of minimum, I think even the Hilari should vote 
for you and not her own as every American self-respecting, a big hug from 
your fan Adam from Brazil"
837,2,"Can you americans just get togheter and go 'yeah the meme has gone stale, 
let's stop this whole trump thing'?

Thanks, the rest of the world."
838,1,"23:08 - Thank you, Trump for speaking about Congress' terrible decision to 
let Hillary to get away with blue murder tbh."
839,2,"RepubliCunts suffer from cognitive dissonance. You don't get to claim 
you're these wonderful Christians yet have such contradictory views about 
everyone different from you. It's hard explaining this to you all when 
you're probably the offspring of an incestuous relationship. I can judge 
I'm atheist and proud"
840,2,"Y'all in different countries watching our debates are wasting your time 
tbh. hop off."
